"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 28 21:01:12 MSK 2021","Wed Jul 28 21:01:19 MSK 2021","7056","","Упорядоченность ретинга лайков","","Упорядоченность ретинга лайков","Проверка упорядоченности котиков в ретинге лайков","Проверка упорядоченности котиков в ретинге лайков",""
